city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Thành phố Thủ Đức,3,4m,9216940,"10,6m"," 5,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 58 m,Cần bán,Nhà trong hẻm,Phường Hiệp Bình Chánh,5-7m
Hồ Chí Minh,Ngày đăng: Hôm qua,Tây Bắc,Huyện Củ Chi,---,12m,9211943,68m, 12 tỷ ,Sổ hồng/ Sổ đỏ,---, 902 m,Cần bán,"Đất thổ cư, đất ở",Xã Trung An,17m
Hồ Chí Minh,Ngày đăng: 11/10/2021,_,Quận 2,---,8m,9142570,20m, 10 tỷ ,Sổ hồng/ Sổ đỏ,4, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Bình Trưng Tây,5m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Huyện Củ Chi,---,20m,8992303,72m," 7,6 tỷ ",Sổ hồng/ Sổ đỏ,---, 1.140 m,Cần bán,"Đất thổ cư, đất ở",Xã An Nhơn Tây,15m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,4,8m,9215882,22m," 9,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 108 m,Cần bán,Nhà trong hẻm,Phường Sơn Kỳ,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,3m,8225752,17m," 6,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 103 m,Cần bán,Nhà trong hẻm,Phường 13,7m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 1,8,"8,2m",9311908,24m, 140 tỷ ,---,36, 196 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Thái Bình,"8,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Quận Tân Bình,2,5m,7670257,21m, 14 tỷ ,Sổ hồng/ Sổ đỏ,4, 125 m,Cần bán,Nhà trong hẻm,Phường 11,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,5,12m,8660168,22m," 14,8 tỷ ",Sổ hồng/ Sổ đỏ,6, 109 m,Cần bán,Nhà mặt tiền,Phường 13,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,5m,7677388,23m, 25 tỷ ,Sổ hồng/ Sổ đỏ,5, 161 m,Cần bán,Nhà trong hẻm,Phường 4,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,3,5m,7677364,15m, 16 tỷ ,Sổ hồng/ Sổ đỏ,5, 118 m,Cần bán,Nhà trong hẻm,Phường 6,8m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 4,1,2m,9311821,8m," 3,5 tỷ ",---,2, 35 m,Cần bán,Nhà trong hẻm,Phường 13,3m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Quận Tân Bình,3,6m,7900146,22m," 15,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 110 m,Cần bán,Nhà trong hẻm,Phường 1,"5,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,3,10m,7993092,---, 28 tỷ ,Sổ hồng/ Sổ đỏ,5, 249 m,Cần bán,"Biệt thự, nhà liền kề",Phường 11,8m
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 10,2,8m,9123361,---, 24 tỷ ,---,3, 100 m,Cần bán,Nhà mặt tiền,Phường 15,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông,Quận 1,3,20m,7900125,15m, 22 tỷ ,Sổ hồng/ Sổ đỏ,4, 52 m,Cần bán,Nhà mặt tiền,Phường Tân Định,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông,Quận 1,1,15m,7276446,21m, 71 tỷ ,Sổ hồng/ Sổ đỏ,2, 128 m,Cần bán,Nhà mặt tiền,Phường Phạm Ngũ Lão,"6,6m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 3,6,50m,9311897,23m, 38 tỷ ,---,5, 95 m,Cần bán,Nhà mặt tiền,Phường 6,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận Phú Nhuận,3,30m,7083456,25m, 70 tỷ ,Sổ hồng/ Sổ đỏ,6, 186 m,Cần bán,Nhà mặt tiền,Phường 2,"7,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Quận Phú Nhuận,4,30m,7082402,27m, 65 tỷ ,Sổ hồng/ Sổ đỏ,6, 172 m,Cần bán,Nhà mặt tiền,Phường 2,"6,3m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận 12,2,8m,9266795,22m," 5,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 88 m,Cần bán,Nhà trong hẻm,Phường Đông Hưng Thuận,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Quận Tân Bình,3,12m,7005560,14m," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 70 m,Cần bán,Nhà mặt tiền,Phường 14,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,1,16m,7005413,18m, 35 tỷ ,Sổ hồng/ Sổ đỏ,2, 86 m,Cần bán,Nhà mặt tiền,Phường 8,"4,8m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận Tân Bình,2,30m,7670213,25m," 36,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 225 m,Cần bán,Nhà mặt tiền,Phường 10,"9,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,1,6m,6468949,32m, 140 tỷ ,Sổ hồng/ Sổ đỏ,5, 570 m,Cần bán,"Biệt thự, nhà liền kề",Phường 6,18m
Hồ Chí Minh,Ngày đăng: 10/09/2021,_,Quận 2,---,20m,9012088,---, 85 tỷ ,---,---, 282 m,Cần bán,Nhà mặt tiền,Phường An Khánh,---
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Gò Vấp,3,5m,9311858,20m," 7,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 80 m,Cần bán,Nhà trong hẻm,Phường 8,4m
Hồ Chí Minh,Ngày đăng: 10/09/2021,_,Quận Gò Vấp,5,10m,8318664,---," 8,2 tỷ ",Sổ hồng/ Sổ đỏ,7, 129 m,Cần bán,Nhà trong hẻm,Phường 5,---
Hồ Chí Minh,Ngày đăng: 10/09/2021,_,Quận Bình Thạnh,3,6m,8792025,---," 25,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 205 m,Cần bán,"Biệt thự, nhà liền kề",Phường 11,"9,5m"
Hồ Chí Minh,Ngày đăng: 10/09/2021,_,Quận Tân Bình,4,6m,8206842,10m," 10,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 214 m,Cần bán,Nhà trong hẻm,Phường 2,"5,6m"
Hồ Chí Minh,Ngày đăng: 10/09/2021,Đông Nam,Quận Tân Bình,2,5m,4726788,"17,5m"," 9,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 81 m,Cần bán,Nhà trong hẻm,Phường 12,"4,7m"
Hồ Chí Minh,Ngày đăng: Hôm qua,_,Quận Tân Phú,2,8m,9311896,26m," 7,9 tỷ ",Sổ hồng/ Sổ đỏ,3, 105 m,Cần bán,Nhà trong hẻm,Phường Phú Thạnh,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 6,1,40m,7251299,50m, 44 tỷ ,Sổ hồng/ Sổ đỏ,2, 400 m,Cần bán,Nhà mặt tiền,Phường 11,8m
Hồ Chí Minh,Ngày đăng: 10/09/2021,Nam,Quận Tân Bình,2,2m,8384328,24m," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,9, 165 m,Cần bán,Nhà trong hẻm,Phường 13,"5,5m"
Hồ Chí Minh,Ngày đăng: 10/09/2021,_,Quận Tân Phú,2,25m,8298157,28m," 17,5 tỷ ",Sổ hồng/ Sổ đỏ,5, 140 m,Cần bán,Nhà mặt tiền,Phường Phú Thọ Hòa,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Nam,Quận 3,1,12m,7992944,30m," 75,5 tỷ ",Sổ hồng/ Sổ đỏ,1, 252 m,Cần bán,Nhà mặt tiền,Phường 6,"8,6m"
Hồ Chí Minh,Ngày đăng: 11/09/2021,_,Quận Tân Bình,2,3m,6927290,"8,8m"," 2,9 tỷ ",---,3, 23 m,Cần bán,Nhà trong hẻm,Phường 15,"2,6m"
Hồ Chí Minh,Ngày đăng: 11/09/2021,_,Quận Gò Vấp,2,4m,5720909,"10,5m"," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 42 m,Cần bán,Nhà trong hẻm,Phường 5,4m
Hồ Chí Minh,Ngày đăng: 11/09/2021,_,Quận Gò Vấp,3,4m,5720906,8m," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,4, 32 m,Cần bán,Nhà trong hẻm,Phường 5,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Gò Vấp,2,3m,9006099,11m," 3,4 tỷ ",Sổ hồng/ Sổ đỏ,3, 60 m,Cần bán,Nhà trong hẻm,Phường 5,5m
Hồ Chí Minh,Ngày đăng: 08/09/2021,Tây Nam,Huyện Nhà Bè,---,17m,5973698,66m, 28 tỷ ,Sổ hồng/ Sổ đỏ,1, 946 m,Cần bán,"Đất thổ cư, đất ở",Xã Hiệp Phước,13m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận 12,---,6m,9006169,18m," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Chánh Hiệp,5m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận 7,---,12m,4487563,---, 75 triệu / m,---,---, 250 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Phong,---
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận 7,---,16m,6185067,---, 25 tỷ ,---,1, 160 m,Cần bán,Nhà mặt tiền,Phường Tân Quy,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận 1,3,20m,7169665,20m," 25,5 tỷ ",Sổ hồng/ Sổ đỏ,5, 71 m,Cần bán,Nhà mặt tiền,Phường Tân Định,"3,6m"
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,2,4m,8735659,9m," 3,6 tỷ ",Giấy tờ hợp lệ,1, 36 m,Cần bán,Nhà mặt tiền,Phường Tân Quý,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Bình Tân,4,6m,8773449,"12,5m"," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 50 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,2,4m,8735663,9m," 3,6 tỷ ",Giấy tờ hợp lệ,1, 36 m,Cần bán,Nhà mặt tiền,Phường Tân Quý,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Gò Vấp,1,3m,9006334,11m," 4,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 45 m,Cần bán,Nhà trong hẻm,Phường 11,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Huyện Nhà Bè,---,5m,9006351,12m," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 85 m,Cần bán,"Đất thổ cư, đất ở",Xã Nhơn Đức,7m
Hồ Chí Minh,Ngày đăng: 10/09/2021,Tây,Quận Tân Phú,3,30m,8338269,13m," 10,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 78 m,Cần bán,Nhà mặt tiền,Phường Tây Thạnh,6m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận 7,1,4m,9006406,20m," 4,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 160 m,Cần bán,Nhà trong hẻm,Phường Bình Thuận,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,2,16m,4122673,20m," 14,7 tỷ ",Sổ hồng/ Sổ đỏ,6, 200 m,Cần bán,Nhà mặt tiền,Phường Tây Thạnh,10m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,1,6m,4143267,12m, 6 tỷ ,Sổ hồng/ Sổ đỏ,2, 63 m,Cần bán,Nhà trong hẻm,Phường Phú Trung,"5,2m"
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,3,30m,4125008,15m," 9,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 76 m,Cần bán,Nhà mặt tiền,Phường Hiệp Tân,5m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,2,16m,2733804,19m," 6,9 tỷ ",Sổ hồng/ Sổ đỏ,3, 75 m,Cần bán,Nhà mặt tiền,Phường Phú Thạnh,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,3,16m,5091700,18m," 11,2 tỷ ",Sổ hồng/ Sổ đỏ,15, 72 m,Cần bán,"Nhà hàng, khách sạn",Phường Tân Sơn Nhì,4m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Tân Phú,3,20m,3936956,25m, 12 tỷ ,Sổ hồng/ Sổ đỏ,4, 100 m,Cần bán,Nhà mặt tiền,Phường Tân Quý,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông,Quận Bình Tân,3,7m,9274131,12m," 3,05 tỷ ",Sổ hồng/ Sổ đỏ,5, 200 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,"4,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,10m,9316009,"21,8m"," 9,45 tỷ ",---,5, 118 m,Cần bán,Nhà trong hẻm,Phường 7,"5,25m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,3,---,9118478,22m," 4,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 87 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,3,"4,5m",9313658,22m," 6,6 tỷ ",Sổ hồng/ Sổ đỏ,5, 105 m,Cần bán,Nhà mặt tiền,Phường 9,"5,4m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Bắc,Quận 5,2,20m,7034592,24m, 30 tỷ ,Sổ hồng/ Sổ đỏ,4, 82 m,Cần bán,Nhà mặt tiền,Phường 2,"3,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,5m,9316129,15m," 6,75 tỷ ",---,5, 70 m,Cần bán,Nhà trong hẻm,Phường 5,"4,5m"
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Bình Tân,4,6m,8772726,"12,5m"," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,4, 50 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,1,12m,9316398,35m, 16 tỷ ,Sổ hồng/ Sổ đỏ,3, 210 m,Cần bán,Nhà mặt tiền,Phường Tân Phong,7m
Hồ Chí Minh,Ngày đăng: 08/09/2021,_,Quận Gò Vấp,1,"3,5m",9006402,12m," 4,1 tỷ ",Sổ hồng/ Sổ đỏ,2, 55 m,Cần bán,Nhà trong hẻm,Phường 7,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Nam,Quận 7,4,12m,9250266,18m," 10,9 tỷ ",Giấy tờ hợp lệ,4, 90 m,Cần bán,Nhà mặt tiền,Phường Phú Mỹ,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận Tân Bình,2,30m,6970525,41m, 94 tỷ ,Sổ hồng/ Sổ đỏ,5, 365 m,Cần bán,Nhà mặt tiền,Phường 7,"9,1m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,5m,9231613,---," 2,55 tỷ ",Sổ hồng/ Sổ đỏ,---, 54 m,Cần bán,"Đất thổ cư, đất ở",Phường Long Trường,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 6,2,4m,3802424,---," 6,5 tỷ ",---,4, 98 m,Cần bán,Nhà trong hẻm,Phường 10,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,1,3m,9316788,9m," 2,7 tỷ ",Giấy tờ hợp lệ,2, 36 m,Cần bán,Nhà trong hẻm,Phường Phú Thạnh,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Bình Chánh,---,10m,8101488,20m," 1,6 tỷ ",---,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Xã Phạm Văn Hai,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Nam,Quận Bình Tân,3,9m,9316923,15m," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 60 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bình Trị Đông B,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Thành phố Thủ Đức,1,4m,9090654,"12,21m"," 3,35 tỷ ",Sổ hồng/ Sổ đỏ,2, 50 m,Cần bán,Nhà trong hẻm,Phường Linh Xuân,"4,32m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,6m,9317045,12m," 5,7 tỷ ",---,3, 47 m,Cần bán,Nhà trong hẻm,Phường 13,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Quận Tân Phú,3,20m,9029468,"36,6m"," 21,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 145 m,Cần bán,Nhà mặt tiền,Phường Hòa Thạnh,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Hóc Môn,---,6m,9314094,20m," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Bà Điểm,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,1,5m,9314095,---, 35 tỷ ,---,1, 212 m,Cần bán,"Biệt thự, nhà liền kề",Phường Phạm Ngũ Lão,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Hóc Môn,2,4m,9227806,12m, 450 triệu ,Giấy tờ hợp lệ,3, 48 m,Cần bán,Nhà mặt tiền,Xã Xuân Thới Thượng,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 7,---,15m,9314148,---," 3,1 tỷ ",---,---, 105 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Thuận,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,10m,9314168,16m," 5,5 tỷ ",---,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Hữu,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Thành phố Thủ Đức,---,12m,9314169,16m," 2,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Bình Phước,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Quận Bình Tân,3,6m,8531539,18m," 5,75 tỷ ",Sổ hồng/ Sổ đỏ,3, 72 m,Cần bán,Nhà trong hẻm,Phường An Lạc,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận Bình Tân,3,5m,9162705,10m," 4,25 tỷ ",Sổ hồng/ Sổ đỏ,3, 40 m,Cần bán,Nhà trong hẻm,Phường An Lạc,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,5,10m,2827096,---, 22 tỷ ,---,8, 114 m,Cần bán,Nhà mặt tiền,Phường Bến Thành,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,9,6m,3946551,---, 55 tỷ ,---,9, 308 m,Cần bán,Nhà mặt tiền,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: 10/09/2021,_,Quận Tân Bình,1,8m,8401586,16m," 6,3 tỷ ",Sổ hồng/ Sổ đỏ,1, 90 m,Cần bán,Nhà trong hẻm,Phường 15,"5,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Nhà Bè,1,12m,9316437,35m, 16 tỷ ,Sổ hồng/ Sổ đỏ,3, 210 m,Cần bán,Nhà mặt tiền,Xã Phước Kiển,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,7,10m,7497576,20m, 48 tỷ ,---,30, 160 m,Cần bán,Nhà mặt tiền,Phường Tân Định,8m
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận Bình Tân,2,10m,9196063,10m, 15 triệu ,Sổ hồng/ Sổ đỏ,2, 40 m,Cần bán,Nhà mặt tiền,Phường An Lạc A,4m
Hồ Chí Minh,Ngày đăng: 10/09/2021,_,Quận Gò Vấp,3,6m,8312735,20m," 8,3 tỷ ",Sổ hồng/ Sổ đỏ,5, 105 m,Cần bán,Nhà trong hẻm,Phường 7,"5,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,9,6m,3920863,---, 56 tỷ ,---,9, 252 m,Cần bán,Nhà mặt tiền,Phường 5,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,5,10m,9314136,---," 12,5 tỷ ",---,5, 60 m,Cần bán,Nhà trong hẻm,Phường 7,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Thành phố Thủ Đức,---,6m,8528189,18m," 16,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 210 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Bình Phước,12m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,15m,8505799,21m," 16,9 tỷ ",Sổ hồng/ Sổ đỏ,20, 82 m,Cần bán,Nhà mặt tiền,Phường 12,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,12,20m,5469488,---, 80 tỷ ,---,50, 180 m,Cần bán,Nhà mặt tiền,Phường Cầu Ông Lãnh,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Bắc,Huyện Củ Chi,1,10m,9320470,31m," 2,7 tỷ ",Sổ hồng/ Sổ đỏ,2, 170 m,Cần bán,Nhà mặt tiền,Xã Trung Lập Hạ,"5,6m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,---,8m,9312961,24m, 12 tỷ ,---,---, 393 m,Cần bán,"Kho, xưởng",Phường Bình Hưng Hòa B,17m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Huyện Củ Chi,---,8m,9121064,14m," 1,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 84 m,Cần bán,"Đất thổ cư, đất ở",Xã Tân Phú Trung,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,2,7m,9320476,"16,5m", 7 tỷ ,Sổ hồng/ Sổ đỏ,2, 66 m,Cần bán,Nhà trong hẻm,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Củ Chi,---,12m,9320478,24m," 4,2 tỷ ",Sổ hồng/ Sổ đỏ,2, 288 m,Cần bán,Nhà mặt tiền,Xã Hòa Phú,12m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Bắc,Huyện Củ Chi,---,6m,9275356,28m," 1,75 tỷ ",Sổ hồng/ Sổ đỏ,---, 138 m,Cần bán,"Đất thổ cư, đất ở",Xã Tân Thạnh Đông,5m
Hồ Chí Minh,Ngày đăng: 11/09/2021,_,Quận Tân Bình,2,3m,6927297,7m," 2,6 tỷ ",---,3, 28 m,Cần bán,Nhà trong hẻm,Phường 10,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 11,2,10m,9173485,4m," 11,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 66 m,Cần bán,Nhà mặt tiền,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,12,45m,5474326,---, 110 tỷ ,---,50, 810 m,Cần bán,Nhà mặt tiền,Phường Bến Thành,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 11,3,25m,9296467,20m, 16 tỷ ,---,4, 80 m,Cần bán,Nhà mặt tiền,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,13m,9315643,---," 8,45 tỷ ",---,---, 130 m,Cần bán,"Đất thổ cư, đất ở",Phường Phước Long B,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,16m,9315441,---," 13,9 tỷ ",---,---, 240 m,Cần bán,"Đất thổ cư, đất ở",Phường Phước Long B,8m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,"3,5m",9316095,"8,1m"," 4,85 tỷ ",Sổ hồng/ Sổ đỏ,4, 43 m,Cần bán,Nhà mặt tiền,Phường 17,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,16m,9315736,---," 17,1 tỷ ",---,---, 202 m,Cần bán,"Đất thổ cư, đất ở",Phường Phước Long B,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,30m,9315204,---," 8,8 tỷ ",---,---, 98 m,Cần bán,"Đất thổ cư, đất ở",Phường Phước Long B,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,20m,9314404,---, 24 tỷ ,---,2, 143 m,Cần bán,Nhà mặt tiền,Phường Tăng Nhơn Phú B,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,3,20m,7497657,21m, 60 tỷ ,Sổ hồng/ Sổ đỏ,6, 300 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bến Thành,15m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,12m,9315000,---," 9,35 tỷ ",---,---, 177 m,Cần bán,"Đất thổ cư, đất ở",Phường Phước Long B,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 11,3,25m,9308590,20m, 16 tỷ ,---,4, 80 m,Cần bán,Nhà mặt tiền,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận 2,1,20m,9172703,20m, 35 tỷ ,Sổ hồng/ Sổ đỏ,1, 180 m,Cần bán,"Đất thổ cư, đất ở",Phường An Phú,9m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 9,---,6m,9314893,---, 19 tỷ ,---,---, 420 m,Cần bán,"Đất thổ cư, đất ở",Phường Phước Long A,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 12,2,8m,9320234,20m," 5,95 tỷ / m",Sổ hồng/ Sổ đỏ,3, 135 m,Cần bán,Nhà trong hẻm,Phường Thạnh Xuân,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,---,4m,9320235,13m," 4,5 tỷ ",---,---, 66 m,Cần bán,Nhà trong hẻm,Phường 17,"5,1m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,8m,9320232,21m," 15,5 tỷ ",Sổ hồng/ Sổ đỏ,6, 125 m,Cần bán,Nhà trong hẻm,Phường 14,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,1,8m,9320244,18m," 9,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 85 m,Cần bán,Nhà trong hẻm,Phường 11,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Huyện Bình Chánh,---,10m,9296148,"17,5m", 850 triệu ,Sổ hồng/ Sổ đỏ,---, 70 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Phạm Văn Hai,4m
